,abstract,date,headline,id,lead_paragraph,url,word_count
60,The abrupt shake-up surprised a newsroom still wary after a hedge fund took a big stake in the newspaper’s parent company last year.,2020-02-27,"In Sudden Move, Chicago Tribune's Top 2 Editors Are Departing",nyt://article/6f619008-8d1f-53e3-910f-5bb6b859e2d9,"Tribune Publishing, the owner of The Chicago Tribune, announced on Thursday that the newspaper’s top two editors were departing, just months after it revealed that a hedge fund known for aggressive cost-cutting at newspapers had secured roughly one-third of the company.",https://www.nytimes.com/2020/02/27/business/media/chicago-tribune-editors.html,403
61,"The attorney general, speaking at a religious broadcasters convention, said Christian news organizations were a vital check on a mainstream press that had become too powerful.",2020-02-27,Barr Criticizes Mainstream Media as ‘Monolithic in Viewpoint’,nyt://article/1f58ce50-505f-5419-ac39-83420c321d7c,"WASHINGTON — In a wide-ranging speech on the importance of Christianity in public life, Attorney General William P. Barr said on Wednesday that religious news publications and broadcasters were essential checks on a mainstream media that has consolidated far too much power.",https://www.nytimes.com/2020/02/26/us/politics/barr-religion-media.html,691
62,The president seeks to reassure the public while blaming the media and Democrats for trying to score points by exaggerating the threat of the outbreak.,2020-02-28,Trump Criticizes Media for Coverage of Coronavirus,nyt://article/6be54e60-e8ae-54c8-bc56-8336e24789cb,WASHINGTON — President Trump complained on Friday that Democrats and the news media were trying to scare Americans about the coronavirus to score political points against him but asserted that the outbreak had been relatively limited because of his action to stem infections.,https://www.nytimes.com/2020/02/28/us/politics/cpac-coronavirus.html,819
63,"With the hire of Stacy-Marie Ishmael, a digitally savvy journalist, the Austin news organization signals the importance of online expertise.",2020-02-28,Texas Tribune Hires a New Top Editor,nyt://article/51381538-b424-5e8f-80e2-c48ed33258a9,"The Texas Tribune, a digital news platform founded in 2009, has hired Stacy-Marie Ishmael, a digitally savvy journalist, as its new editorial director, The Tribune’s chief executive said on Friday.",https://www.nytimes.com/2020/02/28/business/texas-tribune-editor.html,663
64,Rush Limbaugh and Fox News pundits accused Democrats and journalists of “politicizing and actually weaponizing” an infectious disease.,2020-02-28,Right-Wing Media Says Virus Fears Were Whipped Up to Hurt Trump,nyt://article/f9d08524-2c13-53c2-9815-0492511f402b,The stock market is swooning. Consumers are stockpiling masks and antibacterial gels. President Trump’s response to a global epidemic has done little to quell fears.,https://www.nytimes.com/2020/02/28/business/media/coronavirus-right-wing-media.html,1031
65,The accusations came as other elements of the federal government moved to head off a broader wave of infections like those in China.,2020-02-29,Trump Accuses Media and Democrats of Exaggerating Coronavirus Threat,nyt://article/65f63e36-5ade-5995-929f-8538a1fc4def,"WASHINGTON — President Trump and members of his administration mobilized on Friday to confront the threat of the coronavirus — not just the outbreak, but the news media and the Democrats they accused of exaggerating its danger.",https://www.nytimes.com/2020/02/28/us/politics/trump-accuses-media-democrats-coronavirus.html,1696
66,"As a reporter covering Texas, I ate, worked and slept in my trusty, company-issued Chevy. So allow me a moment to observe the end of its road.",2020-03-01,"An Office With 128,000 Miles",nyt://article/ffd0ce1f-bf23-5a59-8330-b747914cd2a9,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.HOUSTON — In five years and eight months, I put 128,000 miles on my car. I have covered Texas for The New York Times for more than eight years. That means my car — a 2014 Chevrolet Malibu four-door sedan — covered Texas, too.",https://www.nytimes.com/2020/03/01/insider/reporter-car.html,904
67,"Every year, Mike Bloomberg’s company pays hundreds of fired employees to not say anything bad.",2020-03-02,How Bloomberg Buys the Silence of Unhappy Employees,nyt://article/8c811d75-1b3d-5e90-be07-c81ecb7d0104,"Every year, hundreds of departing employees at Bloomberg L.P. are presented with a choice: Either leave the company empty-handed or accept a generous financial package and agree to never speak ill of the company. Many take the money.",https://www.nytimes.com/2020/03/02/business/michael-bloomberg-nda.html,1672
68,"In his debut, our new media columnist says The Times has become like Facebook or Google — a digital behemoth crowding out the competition.",2020-03-02,Why the Success of The New York Times May Be Bad News for Journalism,nyt://article/ed85ca67-0dbf-5f4e-9533-be74aea2c6aa,"The first time I met A.G. Sulzberger, the publisher of The New York Times, I tried to hire him.",https://www.nytimes.com/2020/03/01/business/media/ben-smith-journalism-news-publishers-local.html,1208
69,Times reporters and editors take careful measures in their personal lives to remain objective in their work.,2020-03-02,No Politics Till the 7th Date? How Journalists Try to Stay Impartial,nyt://article/777d153e-39b3-527d-936e-04e7f2810c32,"In an effort to shed more light on how we work, The Times is running a series of short posts explaining some of our journalistic practices. Read more of this series here.",https://www.nytimes.com/2020/03/02/reader-center/political-impartiality.html,1195
70,"The lawsuit concerns two opinion articles that tied the 2016 Trump election campaign to Russia. A week ago, the campaign filed a similar action against The New York Times.",2020-03-03,Trump Campaign Sues The Washington Post for Libel,nyt://article/bed42aa5-18c9-5d75-9387-fad7725c6ff1,"President Trump’s re-election campaign sued The Washington Post for libel on Tuesday, citing two opinion articles from last year that linked Mr. Trump to Russian election interference. The action came a week after Mr. Trump’s campaign filed a similar lawsuit against The New York Times.",https://www.nytimes.com/2020/03/03/business/media/trump-washington-post-libel-lawsuit.html,569
71,"She covered world events in the 1980s and ’90s and was the host of “TalkBack Live,” a program in which the audience posed questions to guest newsmakers.",2020-03-03,"Bobbie Battista, a Mainstay Anchor at CNN, Dies at 67",nyt://article/bf94bfe6-56c5-514f-995b-d9597f5556f0,"Bobbie Battista, one of the original anchors of CNN Headline News and a veteran of various anchor jobs at CNN over two decades, died on Tuesday in Davenport, Iowa, where she lived. She was 67.",https://www.nytimes.com/2020/03/03/business/media/bobbie-battista-dead.html,543
72,"In her new book, Adrienne Martini shares wisdom from her first campaign. (Spoiler alert: She won.)",2020-03-03,Don’t Like What’s Happening in Our Country? Run for Local Office,nyt://article/f8581f31-90c4-5ecd-b00e-cd6bf78e629e,"SOMEBODY’S GOTTA DO ITWhy Cursing at the News Won’t Save the Nation, but Your Name on a Local Ballot Can",https://www.nytimes.com/2020/03/03/books/review/somebodys-gotta-do-it-adrienne-martini.html,701
73,"Mr. Matthews’s show, “Hardball,” has been on the air since 1997.",2020-03-03,Chris Matthews Out at MSNBC,nyt://article/1d7cd535-13cb-544e-abda-8ff210165cd2,"Chris Matthews, the veteran political anchor and voluble host of the long-running MSNBC talk show “Hardball,” resigned on Monday night, an abrupt departure from a television perch that made him a fixture of politics and the news media over the past quarter-century.",https://www.nytimes.com/2020/03/02/business/media/chris-matthews-resigns-steps-down-msnbc.html,863
74,"A good poem can jolt our minds into thinking about the country’s most important stories in unexpected ways, our National editor writes.",2020-03-05,How Poetry Shakes Up the National Desk’s Morning Meetings,nyt://article/79769aff-de8b-5708-b022-d6b1d77e963d,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/03/05/reader-center/poetry-national-news.html,691
75,"After a string of primary losses, the Vermont senator turned to a news network his allies love to criticize.",2020-03-05,Bernie Sanders Had a Problem With MSNBC. Then Came Super Tuesday.,nyt://article/2cf73260-92f7-56d0-ac6b-6b9c9256d929,"Two weeks ago, in the bowels of a Las Vegas casino, Senator Bernie Sanders of Vermont confronted the president of MSNBC, Phil Griffin, with a stern demand: Be fair to me.",https://www.nytimes.com/2020/03/05/business/media/msnbc-bernie-sanders-media.html,959
76,"The announcement that the Australian Associated Press was closing shocked journalists, who called it another blow to public interest and transparency in the country.",2020-03-06,"‘I’m Gutted’: An Institution Closes, Testing Australian Media",nyt://article/b817e7d5-13f2-5b22-9dd8-928d86397557,"The Australian Associated Press said this week that it will be closing its doors in June, ending an 85-year history in which the national news organization became known for fair coverage and its fast response to breaking news. ",https://www.nytimes.com/2020/03/05/world/australia/australian-associated-press-closing.html,943
77,"The president, at an event hosted by Fox News, ridiculed the former vice president and said he was shifting his focus from Bernie Sanders.",2020-03-06,"In Biden’s Hometown, Trump Says He’s Ready to Face Off Against Him",nyt://article/b1a5a431-194d-5539-b653-b3d555b453dd,"SCRANTON, Pa. — President Trump came to Joseph R. Biden Jr.’s hometown on Thursday and said he was prepared to run against the former Democratic vice president in November, changing gears after being “mentally” ready to take on Senator Bernie Sanders of Vermont.",https://www.nytimes.com/2020/03/05/us/politics/trump-biden-fox-news-town-hall.html,1088
78,"With a toddler, an infant, and alarm clocks going off at the wee hours of the morning, sleep rules abound.",2020-03-06,"How Brian and Jamie Stelter, News Anchors, Spend Their Sundays",nyt://article/3eb1896c-329f-5ed9-8004-1b23cbf7959c,"The married media duo Jamie and Brian Stelter reach distinct audiences. As the traffic anchor and a “Mornings on 1” co-host at NY1, Ms. Stelter, 38, wakes New Yorkers up and helps them navigate traffic snarls. And as the chief media correspondent for CNN Worldwide and the anchor of CNN’s “Reliable Sources” on Sunday mornings, Mr. Stelter, 34, breaks down the week’s top stories for a global viewership.",https://www.nytimes.com/2020/03/06/nyregion/brian-stelter-jamie-stelter.html,1006
79,The senator’s sweeping critique of coverage has more merit than we in the media like to admit.,2020-03-09,What Bernie Sanders Gets Right About the Media,nyt://article/a038f50a-a6b9-5c39-a128-ae4975c9f3f6,"When a BuzzFeed News colleague and I sat down with Bernie Sanders in his Capitol Hill office in 2015, he started with a thank you — for doing what you do to provide an alternative to the corporate media.",https://www.nytimes.com/2020/03/08/business/media/bernie-sanders-media.html,1273
80,"The growing epidemic is generating heavy news coverage, but companies are nervous about being associated with the outbreak.",2020-03-10,Cruise Line Ads Get Caught in a Coronavirus News Cycle,nyt://article/710f4791-30e2-5c49-997c-6c26f6f976df,"The CNN show “Erin Burnett OutFront” spent much of its time on Friday focused, like many other news programs, on the coronavirus outbreak and the thousands of people isolated on the Grand Princess cruise ship near California.",https://www.nytimes.com/2020/03/10/business/media/cruise-ads-coronavirus.html,929
81,"Following President Trump’s lead, many commentators have played down fears.",2020-03-11,How Right-Wing Pundits Are Covering Coronavirus,nyt://article/e17807b5-d8a4-5a0b-9276-f928171e083f,"Sean Hannity used his syndicated talk-radio program on Wednesday to share a prediction he had found on Twitter about what is really happening with the coronavirus: It’s a “fraud” by the deep state to spread panic in the populace, manipulate the economy and suppress dissent.",https://www.nytimes.com/2020/03/11/us/politics/coronavirus-conservative-media.html,1518
82,"The owner, Mir Shakil-ur-Rehman, is one of Pakistan’s most influential media figures. The prime minister, Imran Khan, has shown particular impatience with its coverage.",2020-03-12,"Pakistan Arrests a Media Owner, and Journalists Cry Foul",nyt://article/20b2c90e-2aec-5cc3-8aaa-6ca6777ed48b,"ISLAMABAD, Pakistan — The authorities on Thursday arrested the owner of the country’s largest media group on three-decade-old allegations involving a land deal, a case widely criticized by journalist groups as an attempt to muzzle independent news reporting.",https://www.nytimes.com/2020/03/12/world/asia/pakistan-journalist-jang.html,411
83,"Some amount of information is necessary to be prepared, but we also must avoid needless worry.",2020-03-12,Is Obsessing Over Daily Coronavirus Statistics Counterproductive?,nyt://article/94b79192-51e9-50ec-bdb0-b1874af79265,"My husband tells me that he looks at coronavirus statistics “once a day — or so.” I know he looks at the numbers at least two or three times a day, but he’s not willing to admit it. He’s a statistics stalker.",https://www.nytimes.com/2020/03/12/opinion/sunday/coronavirus-statistics.html,774
84,"Days after returning from a long trip in Asia this month, I started feeling feverish. It was probably nothing, a post-trip flu — but was it?",2020-03-13,"In a Pandemic, Everything is Canceled. But Not Our Anxiety.",nyt://article/84c165a9-b745-5518-9025-3e852ec127f1,"Days after returning from a long trip in Asia this month, I started feeling feverish. It was probably nothing, a post-trip flu — but was it?",https://www.nytimes.com/2020/03/13/world/australia/coronavirus-anxiety-testing.html,1024
85,The host of “Trish Regan Primetime” told viewers this week that concerns about the coronavirus were “yet another attempt to impeach the president.”,2020-03-14,Fox Business Benches Trish Regan After Outcry Over Coronavirus Comments,nyt://article/68e5b1cd-505a-5098-b571-6e0578d926a6,"The Fox Business anchor Trish Regan, whose on-air dismissal of the coronavirus as “another attempt to impeach the president” left her cable network facing a firestorm of criticism this week, has been removed from her prime-time slot for the foreseeable future, the network said on Friday.",https://www.nytimes.com/2020/03/13/business/media/trish-regan-fox-hiatus.html,515
86,A Times reporter who tracks Wall Street reflects on a jaw-dropping week.,2020-03-16,"Falling Stocks, Rising Anxiety: Covering the Market Chaos",nyt://article/a8f6b48d-9770-5c23-b4d2-95e078b9685e,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/03/16/reader-center/stock-reporter-coronavirus.html,802
87,"The Biden-Sanders matchup attracted 10.8 million viewers, down from prior forums in Nevada and South Carolina.",2020-03-16,A Drop in TV Ratings for a Democratic Debate Praised for Its Substance,nyt://article/d06f826d-1a30-505b-91f2-ce8608965824,"Despite tens of millions of Americans hunkering down in their homes because of the coronavirus pandemic, the CNN debate on Sunday between Joe Biden and Senator Bernie Sanders attracted a smaller live audience than the last two Democratic matchups.",https://www.nytimes.com/2020/03/16/business/media/cnn-debate-ratings-coronavirus.html,303
88,The announcement comes weeks after President Trump limited the number of Chinese citizens who can work in the United States for five state-run Chinese news organizations.,2020-03-17,China Announces That It Will Expel American Journalists,nyt://article/33559d2f-ee3d-5c68-b6b5-6d5fa6551790,"In a sharp escalation of tensions between the two superpowers, China announced on Tuesday that it would expel American journalists working for The New York Times, The Wall Street Journal and The Washington Post. It also demanded that those outlets, as well as the Voice of America and Time magazine, provide the Chinese government with detailed information about their operations.",https://www.nytimes.com/2020/03/17/business/media/china-expels-american-journalists.html,1587
89,Looking for a respite from the news? You might find solace in reading.,2020-03-18,"Celeste Ng, Ann Patchett, Min Jin Lee and Others on the Books That Bring Them Comfort",nyt://article/ea9326ff-7d59-5d5d-a608-a955edfaa742,Authors are just like the rest of us — they like to soothe their anxieties by losing themselves in  the pages of a beloved book. Here are some of the ones they turn to when times get tough.,https://www.nytimes.com/2020/03/18/books/comfort-books-celeste-ng-ann-patchett-and-others-coronavirus.html,2260
90,Reporting the truth is the only way to stop a global pandemic. Beijing just made that more difficult.,2020-03-18,China’s Ill-Timed Attack on the Free Press,nyt://article/e44c3e42-49c5-50d9-b33a-65797b376f29,"China’s crackdown on journalists from The Times and other American news organizations is an unfortunate echo of the Cold War, and it couldn’t come at a worse time. The global spread of the coronavirus demands independent and trusted information from the country where the scourge began.",https://www.nytimes.com/2020/03/17/opinion/china-journalists-coronavirus.html,717
91,"An often-chilling survey of disinformation in America, this HBO documentary reclaims the real definition of “fake news.”",2020-03-18,"Review: ‘After Truth,’ the Deluge",nyt://article/d3976484-2c65-580c-bf3b-976c3990bb31,"It is a fitting irony that the term “fake news” has become itself fraudulent, appropriated, by Donald Trump and his imitators, to dismiss legitimate reporting that they deem damaging, disrespectful or insufficiently flattering.",https://www.nytimes.com/2020/03/18/arts/television/review-after-truth.html,761
92,"Western media once served as a useful tool. Now Beijing seeks to shape its own narrative, further widening the gulf between China and the world.",2020-03-18,"Ousting U.S. Reporters, China Signals Confidence in Its Own Message",nyt://article/cb63233d-2730-58bf-94f5-3b95c917e66e,"When China wanted to broadcast that it was ready to open to the world, Deng Xiaoping, then its paramount leader, told the Italian journalist Oriana Fallaci that Mao Zedong’s portrait would hang over Tiananmen Square forever — and that Beijing would welcome some elements of capitalism.",https://www.nytimes.com/2020/03/18/business/china-media-reporters-eject.html,1363
93,"New York’s beloved radio host is part Mister Rogers, part policy wonk. And he’s doing his best to help a city in a pandemic keep its cool.",2020-03-19,Keep Calm and Listen to Brian Lehrer,nyt://article/c29364be-a04d-586f-9baa-142bb91aaf24,"Brian Lehrer was having difficulty. He was doing his daily radio show from home because of the COVID-19 outbreak. There was a little dead air, and he disconnected a congressman just as he was about to make a point.",https://www.nytimes.com/2020/03/19/nyregion/keep-calm-and-listen-to-brian-lehrer.html,1818
94,"The coronavirus has disrupted a cheerful TV genre, exiling Ms. Guthrie to her basement and CBS’s Gayle King to the Ed Sullivan Theater.",2020-03-19,"‘Today’ Show Goes On, With a Homebound Savannah Guthrie",nyt://article/9a598dd3-4085-5578-b657-982543f074f0,"On Thursday at 7 a.m., Hoda Kotb welcomed viewers to NBC’s “Today” show, as she does every weekday morning. This time, however, she was alone at the desk, without her co-anchor.",https://www.nytimes.com/2020/03/19/business/media/coronavirus-today-show.html,701
95,"A longtime NBC News employee died on Thursday after testing positive for coronavirus, the company said. The employee, Larry Edgeworth, worked at the news division for 25 years, primarily as an audio technician.",2020-03-20,An NBC News employee dies after testing positive.,nyt://article/6a74bf81-7e1e-5a9a-bdc5-65fa51aba75f,"A longtime NBC News employee died on Thursday after testing positive for coronavirus, the company said. The employee, Larry Edgeworth, worked at the news division for 25 years, primarily as an audio technician.",https://www.nytimes.com/2020/03/20/us/an-nbc-news-employee-dies-after-testing-positive.html,133
96,"Then contrast them with the leadership shown by Andrew Cuomo, Justin Trudeau and Angela Merkel.",2020-03-20,Call Trump’s News Conferences What They Are: Propaganda,nyt://article/2e6ce4ef-79f4-5c27-bf36-ed521c902fa8,"In a time of global emergency, we need calm, directness and, above all, hard facts. Only the opposite is on offer from the Trump White House. It is therefore time to call the president’s news conferences for what they are: propaganda.",https://www.nytimes.com/2020/03/20/opinion/sunday/coronavirus-trump-news-conference.html,1255
97,"Many journalists are covering a once-in-a-lifetime story from home, thanks to Zoom and Slack. But as readers flock to large news outlets, ads are starting to disappear.",2020-03-20,Coronavirus Brings a Surge to News Sites,nyt://article/48974bbc-50d1-5194-a636-b9012aae8643,"They Slack. And the journalists stuck working from home also plan their coverage through videoconferencing applications like Google Hangouts, Zoom, UberConference, BlueJeans and Nexi.",https://www.nytimes.com/2020/03/20/business/coronavirus-news-sites.html,1240
98,"If one of the most powerful tech companies can’t call out the president’s dishonesty, who can?",2020-03-21,Google Gives Cover to Trump’s Lies,nyt://article/221726b5-1270-5a5b-96a2-1dc4f5b11981,"President Trump’s handling of the coronavirus pandemic has been a case study in a management style marked by falsehoods and intimidation. Rather than risk inviting his ire, subordinates and fellow Republicans covered for him as he delayed a coordinated response to the coronavirus and it felled nearly 200 Americans.",https://www.nytimes.com/2020/03/21/opinion/google-covid-trump.html,702
99,"After initially being dismissive, Republicans are starting to move closer to matching Democrats’ level of worry.",2020-03-21,Red vs. Blue on Coronavirus Concern: The Gap Is Still Big but Closing,nyt://interactive/c363022a-60f9-5bff-905a-4d90571c8802,"After initially being dismissive, Republicans are starting to move closer to matching Democrats’ level of worry.",https://www.nytimes.com/interactive/2020/03/21/upshot/coronavirus-public-opinion.html,0
100,"He challenged peers who acted as “cheerleaders” for science, and influenced government science policy with a Washington-based newsletter.",2020-03-22,"Daniel S. Greenberg, Science Journalist and Iconoclast, Dies at 88",nyt://article/4b59cd2a-d106-5691-a7f7-2e519cec9205,"Daniel S. Greenberg, a writer and editor who broke ground in science journalism by reporting on the research enterprise not with reverence but with journalistic rigor, died on March 9 at his home in Washington. He was 88.",https://www.nytimes.com/2020/03/22/science/daniel-s-greenberg-dead.html,994
101,The briefing has given him a unique perch from which he can talk about the pandemic and try to project leadership after initially minimizing it. But that’s not always what he has done.,2020-03-23,"In Daily Coronavirus Briefing, Trump Tries to Redefine Himself",nyt://article/d12f1f41-72f0-506c-8d36-913a766f055d,"WASHINGTON — President Trump’s campaign rallies have been canceled for the foreseeable future. His noisy back-and-forths with reporters on the South Lawn, half drowned out by the whir of Marine One behind him, have also disappeared.",https://www.nytimes.com/2020/03/23/us/politics/coronavirus-trump-briefing.html,1346
102,"The social network is straining to deal with skyrocketing usage as its 45,000 employees work from home for the first time.",2020-03-24,Facebook Is ‘Just Trying to Keep the Lights On’ as Traffic Soars in Pandemic,nyt://article/5b4b368d-f223-53cf-9e09-380996ca1ee5,"SAN FRANCISCO — As the coronavirus spread around the world and people everywhere were ordered to stay home, phone calls over Facebook’s apps more than doubled. In many countries, messaging on Instagram and Facebook soared by over 50 percent, while group calls in Italy jumped by more than 1,000 percent. And hungry for information, people clicked repeatedly on virus news stories shown by the social network.",https://www.nytimes.com/2020/03/24/technology/virus-facebook-usage-traffic.html,1163
103,The president has become increasingly concerned as Dr. Anthony S. Fauci has grown bolder in correcting his falsehoods about the spread of the coronavirus.,2020-03-24,"Trump Has Given Unusual Leeway to Fauci, but Aides Say He’s Losing His Patience",nyt://article/26bb7cfc-be64-538f-9a99-3416abb685d0,President Trump has praised Dr. Anthony S. Fauci as a “major television star.” He has tried to demonstrate that the administration is giving him free rein to speak. And he has deferred to Dr. Fauci’s opinion several times at the coronavirus task force’s televised briefings.,https://www.nytimes.com/2020/03/23/us/politics/coronavirus-trump-fauci.html,1086
104,"The network newscasts had lost relevance, thanks to cable and digital media. Now, the coronavirus has put tens of millions of viewers back in the 6:30 p.m. habit.",2020-03-24,The Evening News Is Back,nyt://article/4780355c-f224-5c74-988e-f65d808436e4,"Ten million people watched “The Voice” last week, the biggest audience for the NBC reality show in a year.",https://www.nytimes.com/2020/03/24/business/media/coronavirus-evening-news.html,908
105,"Trump administration officials are discussing taking action after China said it would expel almost all American journalists for The New York Times, The Washington Post and The Wall Street Journal.",2020-03-26,U.S. Officials Push for Expelling Suspected Chinese Spies at Media Outlets,nyt://article/acb1b04a-0af7-52a1-96a7-db767d87a303,"WASHINGTON — As China moves forward with expelling almost all American journalists from three major American newspapers, Trump administration officials have intensified discussions over whether to evict employees of Chinese media outlets who they say mainly act as spies.",https://www.nytimes.com/2020/03/26/us/politics/coronavirus-china-spies.html,1353
106,An Australian white supremacist charged with killing 51 worshipers at two mosques in New Zealand last year changed his plea to guilty in a surprise move.,2020-03-26,Man Pleads Guilty to New Zealand Mosque Massacre,nyt://article/ce47f5a7-1f86-597c-88ef-65d73283b88c,"An Australian white supremacist charged with killing 51 worshipers at two mosques in New Zealand last year changed his plea to guilty on Thursday, a move that surprised survivors and relatives of the victims who had hoped to see swift justice for the deadliest act of violence in the country’s history. ",https://www.nytimes.com/2020/03/25/world/australia/new-zealand-mosque-shooting-guilty-plea.html,432
107,"As a U.S. peace deal with the Taliban unfolds, a Times journalist recalls how a visit to one of Afghanistan’s most progressive rural schools triggered a bittersweet flashback to her own childhood dreams.",2020-03-30,‘I Didn’t Know Whether to Mourn or to Celebrate’: An Afghan Reporter’s Girlhood Education,nyt://article/5d8bcf6c-17af-5216-b546-ad39e029d2f4,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/03/30/reader-center/afghanistan-girls-taliban.html,1436
108,"Stat, started in 2015 by the Red Sox owner John Henry, is drawing four to five times its normal audience. “We were built for this,” one of its editors said.",2020-03-30,The Medical News Site That Saw the Coronavirus Coming Months Ago,nyt://article/f8f5b62a-2023-5a0a-b93e-5b3025c19286,"On New Year’s Eve, Helen Branswell, a reporter at the science and medical news website Stat, was finishing an article about the development of an elusive Ebola vaccine when she got an inkling of her next big story.",https://www.nytimes.com/2020/03/30/business/media/stat-news-boston-coronavirus.html,899
109,The network spent too long spraying its viewers with false information about the coronavirus pandemic.,2020-03-31,Fox’s Fake News Contagion,nyt://article/b5234b96-93bf-5a01-b770-1586962fbbe3,"You can relax, Sean Hannity, I’m not going to sue you.",https://www.nytimes.com/2020/03/31/opinion/coronavirus-fox-news.html,1439
110,"Sean Hannity, Rush Limbaugh and other right-wing commentators turned a pandemic into a battle of us vs. them — the kind of battle President Trump has waged for much of his life.",2020-04-01,"Alarm, Denial, Blame: The Pro-Trump Media’s Coronavirus Distortion",nyt://article/511332c2-b43e-5294-8838-55e88dbd8183,"On Feb. 27, two days after the first reported case of the coronavirus spreading inside a community in the United States, Candace Owens was underwhelmed. “Now we’re all going to die from Coronavirus,” she wrote sarcastically to her two million Twitter followers, blaming a “doomsday cult” of liberal paranoia for the growing anxiety over the outbreak.",https://www.nytimes.com/2020/04/01/us/politics/hannity-limbaugh-trump-coronavirus.html,2250
111,"The mayor of New York, who is often disdainful of the media, has become an irresistible punching bag.",2020-04-01,Cuomo Is a Media Hero in the Pandemic. De Blasio Is a Scapegoat.,nyt://article/41ed26d3-0278-5dd8-9e3d-c845d4839d8f,"Mayor Bill de Blasio of New York called me this morning a little out of breath, feet pounding in the background, on his daily walk in Prospect Park. It’s the kind of stubbornly pointless personal ritual his critics in the media find incredibly annoying — couldn’t he just stay home at Gracie Mansion and clap for health care workers like his neighbors?",https://www.nytimes.com/2020/04/01/business/media/deblasio-coronavirus-response.html,1208
112,"In 1978, a mischievous band of writers that included George Plimpton and Nora Ephron teamed up to create a spoof of The New York Times. Turns out, Times journalists were among them.",2020-04-01,When All the Zingers Were Fit to Print,nyt://article/bb4ae60f-313a-5347-b526-f826c1e53e43,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/04/01/reader-center/times-satire-history.html,2114
113,India’s government has pressured advertisers and even shut down channels to shape the information that 1.3 billion Indians receive. It’s part of a wider assault on dissent.,2020-04-02,"Under Modi, India’s Press Is Not So Free Anymore",nyt://article/5745fb6f-18ca-55cc-8ca3-2dd1d292772b,"NEW DELHI — The Media One anchorman Vinesh Kunhiraman went on air as usual on March 6, ready to tell the station’s five million viewers in India’s Kerala State about the death anniversary of a beloved comedian and the latest news on the coronavirus pandemic.",https://www.nytimes.com/2020/04/02/world/asia/modi-india-press-media.html,2014
114,How Dr. Vladimir Zelenko’s claims for his coronavirus treatment spread from a New York village all the way to President Trump.,2020-04-02,"Touting Virus Cure, ‘Simple Country Doctor’ Becomes a Right-Wing Star",nyt://article/30453b9d-4e2c-53f5-823b-9a3553734159,"Last month, residents of Kiryas Joel, a New York village of 35,000 Hasidic Jews roughly an hour’s drive from Manhattan, began hearing about a promising treatment for the coronavirus that had been rippling through their community.",https://www.nytimes.com/2020/04/02/technology/doctor-zelenko-coronavirus-drugs.html,1658
115,The authorities detained one editor and were seeking two others after they published stories on the rebel Arakan Army. Their news websites were also blocked.,2020-04-03,Myanmar Journalists Who Quoted Rebel Spokesman Face Arrest,nyt://article/3a5ba2bd-6324-5fde-810a-08763964566c,"MANDALAY, Myanmar — In a new crackdown on free speech, the Myanmar authorities have arrested a prominent editor on terrorism charges for publishing an interview with a rebel army spokesman, and on Friday they were seeking two more editors on similar charges.",https://www.nytimes.com/2020/04/03/world/asia/myanmar-journalists-arrest-arakan.html,966
116,"While the unknowns about coronavirus abound, a new study finds we ‘can handle the truth.’",2020-04-07,Embracing the Uncertainties,nyt://article/0c559722-c57c-5853-8eb4-95fa50490d34,"These are, safe to say, uncertain times.",https://www.nytimes.com/2020/04/07/science/coronavirus-uncertainty-scientific-trust.html,1588
117,"Arsenic poisoning at a church, a jewelry heist and other cases that our reporters covered have stuck with them.",2020-04-07,The True Crime Stories We Won’t Forget,nyt://article/8592466f-82cb-5948-8388-e9b2498b953b,"All true crime stories start as crime reporting, often in the daily newspaper.",https://www.nytimes.com/2020/04/07/us/memorable-true-crime-stories.html,1207
118,"Kayleigh McEnany, his campaign spokeswoman, replaces Stephanie Grisham, who had the job for nine months, and will return to Melania Trump’s staff.",2020-04-07,Trump Has a New Press Secretary Who Knows How to Defend Him,nyt://article/597e8d01-e9e7-55fd-83c9-43e6b8624ad8,"WASHINGTON — In President Trump’s early days in the White House, Kayleigh McEnany made a name for herself by defending him on CNN, a network where he has few allies. As a Trump campaign aide, she became a fixture at his political rallies. And on Tuesday, she was named White House press secretary, capping a journey toward the center of the president’s orbit.",https://www.nytimes.com/2020/04/07/us/politics/kayleigh-mcenany-stephanie-grisham-trump.html,1287
119,"Why does the nation need to be subjected to the president’s daily carnival of misinformation, preening and political venom?",2020-04-07,Drop the Curtain on the Trump Follies,nyt://article/17446539-9365-5163-b8fc-680904ca185b,"Even as the Trump administration slowly finds its footing in the war against Covid-19, one high-profile element of its response remains stubbornly awful: President Trump’s performance in the daily news briefings on the pandemic.",https://www.nytimes.com/2020/04/07/opinion/trump-coronavirus-press-conference.html,1090
