,abstract,date,headline,id,lead_paragraph,url,word_count
120,Critics argue that Australia’s courts exhibited a penchant for secrecy and insular decision-making that resembled the Roman Catholic Church’s flawed response to sexual abuse within its ranks.,2020-04-07,Cardinal Pell’s Acquittal Was as Opaque as His Sexual Abuse Trial,nyt://article/a5f33d02-9ab7-56f1-a48d-6f9768bda916,"SYDNEY, Australia — Cardinal George Pell walked out of prison on Tuesday after Australia’s highest court reversed his 2018 conviction for molesting two choirboys decades earlier — liberating the most senior Roman Catholic cleric to ever face trial over child sexual abuse.",https://www.nytimes.com/2020/04/07/world/australia/cardinal-george-pell-acquittal.html,1320
121,"Mr. Lewis, who is also the publisher of The Wall Street Journal, said he was leaving the company in “strong financial shape.”",2020-04-08,"Dow Jones Chief, William Lewis, to Step Down",nyt://article/6cd125a5-e14b-53dc-9ecd-7eca748a1744,"William Lewis, the publisher of The Wall Street Journal and chief executive of its parent company, Dow Jones, said that he would leave the roles he had held since 2014.",https://www.nytimes.com/2020/04/08/business/media/dow-jones-wall-street-journal-william-lewis.html,669
122,Service journalism has become an important part of The Times’s coverage of the pandemic. The editors coordinating that effort are doing so from home.,2020-04-08,"They Think of Your Coronavirus Questions, Then Search for the Answers",nyt://article/dd289203-1cd7-5a72-9f8f-824bd4a17b7b,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/04/08/reader-center/coronavirus-service-journalism.html,1023
123,"Aides and allies increasingly believe the president’s daily briefings are hurting him more than helping, and are urging him to let his medical experts take center stage.",2020-04-09,Trump Keeps Talking. Some Republicans Don’t Like What They’re Hearing.,nyt://article/556c13b3-5263-5901-86c0-9be2e18222f3,"WASHINGTON — In his daily briefings on the coronavirus, President Trump has brandished all the familiar tools in his rhetorical arsenal: belittling Democratic governors, demonizing the media, trading in innuendo and bulldozing over the guidance of experts.",https://www.nytimes.com/2020/04/09/us/politics/trump-coronavirus-press-briefing.html,1675
124,"British audiences have flocked to the broadcaster for breaking news and escapism, offering it hope of fending off its critics and cuts to its funding.",2020-04-10,How the Beleaguered BBC Became ‘Comfort Food’ in a Pandemic,nyt://article/c91120f2-4041-5852-b21f-dac9a3eb46a7,"LONDON — It may seem unlikely that a country known for being buttoned-up would turn to a man dancing in a multicolored unitard for reassurance and inspiration. Yet each morning recently, about 1.6 million people in Britain have been tuning in to watch Mr. Motivator, real name Derrick Evans, on a BBC program called “Healthcheck U.K. Live.”",https://www.nytimes.com/2020/04/10/arts/television/bbc-coronavirus.html,1035
125,"Roughly 36,000 workers at news companies in the U.S. have been laid off, been furloughed or had their pay reduced. Some publications that rely on ads have shut down.",2020-04-10,News Media Outlets Have Been Ravaged by the Pandemic,nyt://article/83aeacad-be0a-5799-9b36-ccc3472410eb,"The news media business was shaky before the coronavirus started spreading across the country last month. Since then, the economic downturn that put 30 million Americans out of work has led to pay cuts, layoffs and shutdowns at many news outlets, including weeklies like The Stranger in Seattle, digital empires like Vox Media and Gannett, the nation's largest newspaper chain.",https://www.nytimes.com/2020/04/10/business/media/news-media-coronavirus-jobs.html,3158
126,"Just when the idea of going places seemed irrelevant, a different kind of adventure came to mind.",2020-04-10,A Travel Story Where the Readers Take Us Away,nyt://article/97e5eb2b-f9d3-570d-b341-c62342ddd338,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/04/10/reader-center/reporter-travel-36hours.html,873
127,"A White House website this week lodged a highly unusual barrage against the Voice of America, a media voice nominally run by the Trump administration.",2020-04-10,White House Mounts Heated Attack on a U.S. Government Media Voice,nyt://article/6437e44e-4931-54f0-b4be-050d948e9ffb,"WASHINGTON — The White House lobbed a bizarre broadside against Voice of America this week, using one of its popular communications channels to accuse the United States-funded foreign news broadcaster of amplifying Chinese propaganda.",https://www.nytimes.com/2020/04/10/us/politics/white-house-voice-of-america.html,886
128,"Dean Baquet, the executive editor of The New York Times, said the article was published when there was enough reporting “to present to readers for them to make their own judgment.”",2020-04-13,The Times Took 19 Days to Report an Accusation Against Biden. Here’s Why.,nyt://article/75d8ad6c-a148-5227-a759-e0d9965de8c7,"On March 25, Tara Reade, a former Senate aide for Joseph R. Biden Jr., alleged in an interview on a podcast that Mr. Biden, the presumptive Democratic presidential nominee, had sexually assaulted her in 1993.",https://www.nytimes.com/2020/04/13/business/media/joe-biden-tara-reade-new-york-times.html,1864
129,"In this tumultuous period of U.S. politics, there are perhaps more international journalists in Washington, D.C., than ever before.",2020-04-13,The Foreign Correspondents Explaining America to the World,nyt://interactive/4e358a0f-7101-5494-974d-ba40e79a6002,"In this tumultuous period of U.S. politics, there are perhaps more international journalists in Washington, D.C., than ever before.",https://www.nytimes.com/interactive/2020/04/13/t-magazine/foreign-correspondents.html,0
130,"A decade of health disinformation promoted by President Vladimir Putin of Russia has sown wide confusion, hurt major institutions and encouraged the spread of deadly illnesses.",2020-04-13,Putin’s Long War Against American Science,nyt://article/19df5c2e-2d9d-562d-a998-5eec8ca90441,"On Feb. 3, soon after the World Health Organization declared the coronavirus to be a global health emergency, an obscure Twitter account in Moscow began retweeting an American blog. It said the pathogen was a germ weapon designed to incapacitate and kill. The headline called the evidence “irrefutable” even though top scientists had already debunked that claim and declared the novel virus to be natural.",https://www.nytimes.com/2020/04/13/science/putin-russia-disinformation-health-coronavirus.html,2691
131,"Celia Dugger, Carl Zimmer and Sheri Fink discussed the latest science and medical news about the coronavirus.",2020-04-14,The Coronavirus Questions Our Science Journalists Are Following,nyt://article/781637c4-6ebe-5221-a2a8-38c21a59f693,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/04/14/insider/reader-questions-coronavirus.html,673
132,"Need a little lift? Amid the bleakness, 18 Times writers shared moments that lightened their mood.",2020-04-14,One Bright Thing,nyt://article/af63b1c6-14fd-5501-b1fa-bd806a07f630,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/04/14/reader-center/coronavirus-one-bright-thing.html,3136
133,A sexual assault accusation against the presumptive Democratic nominee is being used to troll the #MeToo movement.,2020-04-14,What to Do With Tara Reade’s Allegation Against Joe Biden?,nyt://article/3323df41-2816-5f39-b1e2-dd3d587e6bf0,"It would be easier to know what to do with Tara Reade’s accusation that Joe Biden sexually assaulted her if her tale were more solid, or if it were less.",https://www.nytimes.com/2020/04/13/opinion/tara-reade-joe-biden.html,986
134,Assignments have dried up for many photographers. Others risk going into the fray to capture images of a changed world.,2020-04-15,"Photojournalists Struggle Through the Pandemic, With Masks and Long Lenses",nyt://article/1b336fdf-4b98-5b64-b944-c0477c5f39e7,"March was shaping up to be a good month for Brian Bowen Smith, a photographer in Los Angeles who has worked for Vogue and GQ. He had five big jobs lined up, including shoots for two movie posters. All five were canceled because of the coronavirus pandemic.",https://www.nytimes.com/2020/04/15/business/media/photographers-coronavirus.html,1040
135,"The boys (and girls) aren’t on the bus. That means no face-to-face interviews with swing-state voters, no hotel-bar meetings with political operatives and reports with less texture.",2020-04-16,Reporters Grounded by Pandemic Lose ‘That Window Into the Campaign’,nyt://article/3a936866-162c-51cd-abe1-92d6c71a3fbc,"As the dedicated Bernie Sanders reporter for BuzzFeed News, Ruby Cramer spent months trailing the Vermont senator around the country, flying on his campaign plane, watching him kibitz with voters, and cultivating his political advisers over meals in more than a dozen states.",https://www.nytimes.com/2020/04/16/business/media/virus-2020-campaign-reporters.html,1315
136,"Hefei, an industrial city, offers tales of hope for a world battling the outbreak. The police tried to make sure they weren’t heard.",2020-04-16,"China Post-Coronavirus: Signs of Life, Censorship and Paranoia",nyt://article/aa55fb2a-3409-5f98-989a-fa0625000326,"HEFEI, China — Once again, we were being followed.",https://www.nytimes.com/2020/04/16/business/china-coronavirus-censorship.html,1267
137,"As the coronavirus escalated to a worldwide crisis, China expelled our journalists — and surveilled our correspondents to thwart their reporting before they left.",2020-04-16,Kicked Out of China,nyt://article/94aebf9b-2458-5819-aac8-88ed35a63784,Listen and subscribe to our podcast from your mobile device:Via Apple Podcasts | Via Spotify | Via Stitcher,https://www.nytimes.com/2020/04/16/podcasts/the-daily/china-coronavirus.html,327
138,"Ivanka Trump, Chris Cuomo and all kinds of private citizens are getting roasted on social media for perceived failures of public hygiene.",2020-04-16,"‘Corona-Shamed’: George Stephanopoulos, J. Lo — Maybe You?",nyt://article/45a5a8f1-4383-5d5f-8c96-ef6ef2fcb3d8,"On April 10, the television anchor George Stephanopoulos went to a pharmacy in East Hampton, N.Y., wearing a mask and gloves, nine days after his wife, the actress Ali Wentworth, revealed she had tested positive for the coronavirus.",https://www.nytimes.com/2020/04/16/style/coronavirus-public-shaming.html,1671
139,The Microsoft co-founder turned philanthropist has been attacked with falsehoods that he created the coronavirus and wants to profit from it.,2020-04-17,"Bill Gates, at Odds With Trump on Virus, Becomes a Right-Wing Target",nyt://article/d5f0b32a-ab4c-5d5b-aead-8ff6fa2a64ec,"In a 2015 speech, Bill Gates warned that the greatest risk to humanity was not nuclear war but an infectious virus that could threaten the lives of millions of people.",https://www.nytimes.com/2020/04/17/technology/bill-gates-virus-conspiracy-theories.html,1490
140,"Dr. Mehmet Oz, a heart surgeon and television personality, said he “misspoke” on Fox News when he said that reopening schools “might be a trade-off some folks would consider.”",2020-04-17,Dr. Oz Faces Backlash After Saying Schools Could Reopen,nyt://article/a5078eb7-6949-51d5-8c1f-2a34cfbd61d2,"Dr. Mehmet Oz, the celebrity talk show host who has advised President Trump, said Thursday that he “misspoke” in remarks made on Fox News about opening schools despite the risk of losing lives to the pandemic.",https://www.nytimes.com/2020/04/17/business/media/dr-oz-apology-coronavirus.html,904
141,"How, and when, to introduce current events to your children.",2020-04-18,Is The News Too Scary for Kids?,nyt://article/3f1a2d3a-ce13-5a0c-8a89-4c1d15d9deb9,"This story was originally published on Nov. 18, 2019 in NYT Parenting.",https://www.nytimes.com/2020/04/18/parenting/kids-current-events.html,1489
142,The U.S. should emulate the French government’s resolve to fight for the news media industry.,2020-04-19,Google and Facebook Must Pay for Local Journalism,nyt://article/ba319f5b-877c-52e8-9329-444b9b816a22,"Much of the news business is being hammered by the decline in advertising because of Covid-19, just when the public most needs reliable information. While digital audiences are way up, the rapid contraction in revenue has so far caused 33,000 news media employees to be furloughed, to be laid off or to suffer reduced pay.",https://www.nytimes.com/2020/04/19/opinion/coronavirus-newspapers-journalism.html,708
143,The media is allowing disinformation to appear as news.,2020-04-20,Stop Airing Trump’s Briefings!,nyt://article/13623371-d7e9-5d2e-b808-6d8c2e672056,"Around this time four years ago, the media world was all abuzz over an analysis by mediaQuant, a company that tracks what is known as “earned media” coverage of political candidates. Earned media is free media.",https://www.nytimes.com/2020/04/19/opinion/trump-coronavirus-briefings.html,852
144,The website’s features can lead people unwittingly to scary places.,2020-04-20,Take YouTube’s Dangers Seriously,nyt://article/4bf4090b-044a-5a6e-b838-ad2d28fd1818,This article is part of the On Tech newsletter. You can sign up here to receive it weekdays.,https://www.nytimes.com/2020/04/20/technology/youtube-conspiracy-theories.html,865
145,"The decision, announced after talks on a voluntary system stalled, is part of a global push to save local news organizations.",2020-04-20,Australia Moves to Force Google and Facebook to Compensate Media Outlets,nyt://article/85e7796f-15ed-5428-8d71-80431a1ca5c7,"MELBOURNE, Australia — The Australian government said on Monday that Google and Facebook would have to pay media outlets for news content in the country, part of an emerging global effort to rescue local publishers by moving to compel tech giants to share their advertising revenue.",https://www.nytimes.com/2020/04/20/business/media/australia-facebook-google.html,822
146,"American journalists were showing the world the devastating effects of China’s botched response to the coronavirus. Now, many have been kicked out.",2020-04-20,The U.S. Tried to Teach China a Lesson About the Media. It Backfired.,nyt://article/76646a65-4738-5a1d-8409-8ff49d96b352,Secretary of State Mike Pompeo is better known for yelling at journalists than consoling them.,https://www.nytimes.com/2020/04/19/business/media/coronavirus-us-china-journalists.html,1457
147,The chief executive of the radio and podcasting giant said he hoped to avoid layoffs.,2020-04-20,NPR Cuts Executive Pay as Corporate Sponsors’ Payments Fall,nyt://article/95a5b476-54b4-547b-8bad-520302fd9250,"National Public Radio, the purveyor of “Morning Edition,” “All Things Considered” and “Planet Money,” is cutting executives’ pay to combat the effects of the economic collapse brought on by the coronavirus pandemic.",https://www.nytimes.com/2020/04/20/business/npr-pay-cuts-coronavirus.html,539
148,South Korean officials questioned the accuracy of news reports that Mr. Kim was recovering from heart surgery. But rumors persist.,2020-04-21,Speculation Over Kim Jong-un’s Health Is Fueled by North Korea’s Own Secrecy,nyt://article/7a967889-4c34-5e11-a9c9-4816f3427aff,"SEOUL, South Korea — There was one state event that the secretive leader of North Korea, Kim Jong-un, never missed: a visit to the Kumsusan Palace of the Sun every April 15 to mark the birthday of his grandfather, the founder of the dynastic regime. In the mausoleum, both his grandfather and his father lie in state.",https://www.nytimes.com/2020/04/21/world/asia/kim-jong-un-north-korea.html,1356
149,The coronavirus outbreak has allowed authoritarianism and anti-Muslim sentiment to flourish.,2020-04-21,"In India, a Pandemic of Prejudice and Repression",nyt://article/9e0afda9-85a9-569e-aa23-2aeecd3caaa1,"NEW DELHI — For decades, India embraced many of the ideals that are the hallmarks of a liberal democracy. But since the election of Prime Minister Narendra Modi and his Hindu fundamentalist Bharatiya Janata Party in 2014, we have experienced a breathtaking erosion in the rule of law and civil and political rights and the unleashing of a wave of intolerance against religious minorities.",https://www.nytimes.com/2020/04/21/opinion/coronavirus-india.html,1135
150,They aren’t very informative. You can still learn a lot from them.,2020-04-21,What Are We Watching in the White House’s Coronavirus Briefings?,nyt://article/8a7c079c-ec06-5fed-91d4-8a4b6fd900a6,"Not long into this crisis, I went to YouTube to watch a live­stream of the daily White House coronavirus news briefing. It was a few minutes before the scheduled start time, and I was surprised to find myself looking at an empty stage, watching the preparatory goings-on: collegial banter, photographers fiddling with cameras, reporters I vaguely recognized from TV adjusting earpieces and coordinating with producers. Here was a scene that had just recently become tantalizing — a bunch of people together in a room. We were only a few days into our stay-at-home order in California, and already my cabin fever had reached the point where the idea of sharing space with so many other humans had achieved the allure of an exotic sexual fantasy.",https://www.nytimes.com/2020/04/21/magazine/coronavirus-daily-briefings.html,1129
151,They aren’t very informative. You can still learn a lot from them.,2020-04-21,What Are We Watching in the White House’s Coronavirus Briefings?,nyt://article/8a7c079c-ec06-5fed-91d4-8a4b6fd900a6,"Not long into this crisis, I went to YouTube to watch a live­stream of the daily White House coronavirus news briefing. It was a few minutes before the scheduled start time, and I was surprised to find myself looking at an empty stage, watching the preparatory goings-on: collegial banter, photographers fiddling with cameras, reporters I vaguely recognized from TV adjusting earpieces and coordinating with producers. Here was a scene that had just recently become tantalizing — a bunch of people together in a room. We were only a few days into our stay-at-home order in California, and already my cabin fever had reached the point where the idea of sharing space with so many other humans had achieved the allure of an exotic sexual fantasy.",https://www.nytimes.com/2020/04/21/magazine/coronavirus-daily-briefings.html,1129
152,The coronavirus outbreak has allowed authoritarianism and anti-Muslim sentiment to flourish.,2020-04-21,"In India, a Pandemic of Prejudice and Repression",nyt://article/9e0afda9-85a9-569e-aa23-2aeecd3caaa1,"NEW DELHI — For decades, India embraced many of the ideals that are the hallmarks of a liberal democracy. But since the election of Prime Minister Narendra Modi and his Hindu fundamentalist Bharatiya Janata Party in 2014, we have experienced a breathtaking erosion in the rule of law and civil and political rights and the unleashing of a wave of intolerance against religious minorities.",https://www.nytimes.com/2020/04/21/opinion/coronavirus-india.html,1135
153,"The United States, which ranked 45th out of 180 countries and territories, and Brazil were becoming models of hostility toward the news media, according to the World Press Freedom Index.",2020-04-21,"Coronavirus Threatens Press Freedom Around the World, Report Says",nyt://article/10ff0770-550a-5376-98e7-1419b3f630c0,"The coronavirus pandemic may threaten press freedom and worsen the crises that reporters around the world are facing, according to this year’s World Press Freedom Index, which evaluates the landscape for journalists in 180 countries and territories.",https://www.nytimes.com/2020/04/21/world/americas/coronavirus-press-freedom-journalism.html,524
154,"The company behind Fox News, Fox Business and the Fox network is guarding against the pandemic’s economic fallout.",2020-04-22,"Rupert Murdoch, His Son Lachlan and Other Fox Executives Will Take Pay Cuts",nyt://article/012dc981-3b24-56cf-8717-ba13b27a758e,"Rupert Murdoch’s Fox Corporation, the owner of Fox News and the Fox television network, announced pay cuts to its executive ranks that will affect 700 employees as it worked to mitigate the effects of the coronavirus outbreak.",https://www.nytimes.com/2020/04/22/business/media/rupert-murdoch-lachlan-murdoch-pay-cut-fox-coronavirus.html,500
155,"Laura Ingraham called hydroxychloroquine “a game changer.” But after a month of coverage, she stopped discussing the drug on the air.",2020-04-22,"Fox News Stars Trumpeted a Malaria Drug, Until They Didn’t",nyt://article/ca8dcc0a-916d-5483-bcf7-478b87f3d645,"For a month’s stretch, the Fox News star Laura Ingraham relentlessly promoted the malaria drug hydroxychloroquine to her nearly four million nightly viewers.",https://www.nytimes.com/2020/04/22/business/media/virus-fox-news-hydroxychloroquine.html,992
156,"Laura Ingraham called hydroxychloroquine “a game changer.” But after a month of coverage, she stopped discussing the drug on the air.",2020-04-22,"Fox News Stars Trumpeted a Malaria Drug, Until They Didn’t",nyt://article/ca8dcc0a-916d-5483-bcf7-478b87f3d645,"For a month’s stretch, the Fox News star Laura Ingraham relentlessly promoted the malaria drug hydroxychloroquine to her nearly four million nightly viewers.",https://www.nytimes.com/2020/04/22/business/media/virus-fox-news-hydroxychloroquine.html,992
157,"The state propaganda machine highlights other countries’ mistakes while suppressing China’s, fueling anger toward foreigners and domestic critics alike.",2020-04-22,"With Selective Coronavirus Coverage, China Builds a Culture of Hate",nyt://article/fa0cd86a-52f9-52e4-86a7-c101aade0904,"Trevor Noah, the host of “The Daily Show,” has won praise on the Chinese internet for his searing criticism of the Trump administration’s mishandling of the coronavirus pandemic. So has Jerry Kowal, an American who makes Chinese-language videos chronicling the dire situation in New York.",https://www.nytimes.com/2020/04/22/business/china-coronavirus-propaganda.html,1381
158,The rough-and-ready video quality of journalism during the coronavirus crisis is changing the way we engage with the media.,2020-04-23,Welcome to the Skype Pandemic,nyt://article/8dc80b30-80af-534d-939a-de1d782fa727,"National crises are often identified by the media innovations they engender. The Persian Gulf war of 1991 was the turning point for CNN, the 10-year-old cable-news network that broadcast live the first United States bombs falling in Baghdad. The 2016 presidential contest will forever be remembered as the election when Twitter and other social media platforms became an irresistible force in national politics.",https://www.nytimes.com/2020/04/23/opinion/skype-coronavirus-news.html,1128
159,The rough-and-ready video quality of journalism during the coronavirus crisis is changing the way we engage with the media.,2020-04-23,Welcome to the Skype Pandemic,nyt://article/8dc80b30-80af-534d-939a-de1d782fa727,"National crises are often identified by the media innovations they engender. The Persian Gulf war of 1991 was the turning point for CNN, the 10-year-old cable-news network that broadcast live the first United States bombs falling in Baghdad. The 2016 presidential contest will forever be remembered as the election when Twitter and other social media platforms became an irresistible force in national politics.",https://www.nytimes.com/2020/04/23/opinion/skype-coronavirus-news.html,1128
160,Fox News anchors conceded that injecting disinfectant would be “poisonous.” But Rush Limbaugh and Breitbart defended Trump.,2020-04-24,‘Don’t Try This at Home’: Even ‘Fox & Friends’ Balked at Trump’s Advice,nyt://article/10146b4d-c25a-5487-ac8d-523dd6a0fa51,Even Steve Doocy had to admit it wasn’t a great idea.,https://www.nytimes.com/2020/04/24/business/media/virus-fox-trump-disinfectant.html,897
161,Fox News anchors conceded that injecting disinfectant would be “poisonous.” But Rush Limbaugh and Breitbart defended Trump.,2020-04-24,‘Don’t Try This at Home’: Even ‘Fox & Friends’ Balked at Trump’s Advice,nyt://article/10146b4d-c25a-5487-ac8d-523dd6a0fa51,Even Steve Doocy had to admit it wasn’t a great idea.,https://www.nytimes.com/2020/04/24/business/media/virus-fox-trump-disinfectant.html,897
162,A cult of personality is no match for a pandemic.,2020-04-25,Coronavirus and the Price of Trump’s Delusions,nyt://article/2ecdb14b-522d-5956-9a71-6dd85a92c8c7,"In an interview with The Washington Post on Tuesday, Dr. Robert Redfield, director of the Centers for Disease Control and Prevention, warned that a second wave of coronavirus infections this coming winter “will actually be even more difficult than the one we just went through,” because it will coincide with flu season. He also called the protests against stay-at-home orders “not helpful.”",https://www.nytimes.com/2020/04/25/opinion/sunday/trump-coronavirus.html,1212
163,A cult of personality is no match for a pandemic.,2020-04-25,Coronavirus and the Price of Trump’s Delusions,nyt://article/2ecdb14b-522d-5956-9a71-6dd85a92c8c7,"In an interview with The Washington Post on Tuesday, Dr. Robert Redfield, director of the Centers for Disease Control and Prevention, warned that a second wave of coronavirus infections this coming winter “will actually be even more difficult than the one we just went through,” because it will coincide with flu season. He also called the protests against stay-at-home orders “not helpful.”",https://www.nytimes.com/2020/04/25/opinion/sunday/trump-coronavirus.html,1212
164,The only fiscal thing to fear is deficit fear itself.,2020-04-27,Peacocks and Vultures Are Circling the Deficit,nyt://article/d35de3a1-9f90-57f0-94e6-bfc5b10beb87,"Almost a decade has passed since I published a column, “Myths of Austerity,” warning that deficit alarmism would delay recovery from the Great Recession — which it did. Unfortunately, that kind of alarmism seems to be making a comeback.",https://www.nytimes.com/2020/04/27/opinion/republicans-deficits-coronavirus.html,891
165,The only fiscal thing to fear is deficit fear itself.,2020-04-27,Peacocks and Vultures Are Circling the Deficit,nyt://article/d35de3a1-9f90-57f0-94e6-bfc5b10beb87,"Almost a decade has passed since I published a column, “Myths of Austerity,” warning that deficit alarmism would delay recovery from the Great Recession — which it did. Unfortunately, that kind of alarmism seems to be making a comeback.",https://www.nytimes.com/2020/04/27/opinion/republicans-deficits-coronavirus.html,891
166,"The network’s ratings surged in April, but “Hannity” missed its top spot for the first time since 2017.",2020-04-28,Tucker Carlson Beats Sean Hannity as Trump Briefings Give Fox News a Boost,nyt://article/ab8cced7-ce75-566f-a470-f8be42e4bc0e,"Sean Hannity has been the king of Fox News for two and a half years, the highest-rated host on the highest-rated cable news channel. His dominance has withstood network management changes and the vicissitudes of a news cycle driven by President Trump, the anchor’s close political ally.",https://www.nytimes.com/2020/04/28/business/media/virus-tucker-carlson-sean-hannity-fox-ratings.html,536
167,"The network’s ratings surged in April, but “Hannity” missed its top spot for the first time since 2017.",2020-04-28,Tucker Carlson Beats Sean Hannity as Trump Briefings Give Fox News a Boost,nyt://article/ab8cced7-ce75-566f-a470-f8be42e4bc0e,"Sean Hannity has been the king of Fox News for two and a half years, the highest-rated host on the highest-rated cable news channel. His dominance has withstood network management changes and the vicissitudes of a news cycle driven by President Trump, the anchor’s close political ally.",https://www.nytimes.com/2020/04/28/business/media/virus-tucker-carlson-sean-hannity-fox-ratings.html,536
168,"Subjects get nervous. Interviews can end quickly. Still, one Times reporter found people who were eager to talk, at least before he was expelled.",2020-04-29,"Seeking Real Voices in China, Despite Censorship and Fear",nyt://article/ecdf1b24-f4f3-57a2-9f99-ce61aa93987b,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/04/29/insider/china-reporter-expelled.html,1115
169,"Ravaged by the pandemic, newspapers have taken millions in Paycheck Protection Program loans. Editors and publishers say they see no real conflict of interest.",2020-04-29,"With Little Hesitation, Struggling News Outlets Accept Federal Aid",nyt://article/b775757d-a02f-5b95-9e70-70d4e3cf9963,Is it a conflict of interest for news outlets to accept federal money under the Paycheck Protection Program? Will taking government funds cause them to go soft in their coverage of those in power?,https://www.nytimes.com/2020/04/29/business/news-media-federal-aid-coronavirus.html,1055
170,How an online trope can become mainstream news.,2020-04-29,Baby Boomers Were Blasé About the Coronavirus? Why Did We Believe That?,nyt://article/2f0243d4-6763-589b-9b32-ca4370970882,By now you may have heard that baby boomers were slow to take seriously the spread of the coronavirus.,https://www.nytimes.com/2020/04/29/opinion/sunday/coronavirus-baby-boomers.html,963
171,"Ravaged by the pandemic, newspapers have taken millions in Paycheck Protection Program loans. Editors and publishers say they see no real conflict of interest.",2020-04-29,"With Little Hesitation, Struggling News Outlets Accept Federal Aid",nyt://article/b775757d-a02f-5b95-9e70-70d4e3cf9963,Is it a conflict of interest for news outlets to accept federal money under the Paycheck Protection Program? Will taking government funds cause them to go soft in their coverage of those in power?,https://www.nytimes.com/2020/04/29/business/news-media-federal-aid-coronavirus.html,1055
172,"Subjects get nervous. Interviews can end quickly. Still, one Times reporter found people who were eager to talk, at least before he was expelled.",2020-04-29,"Seeking Real Voices in China, Despite Censorship and Fear",nyt://article/ecdf1b24-f4f3-57a2-9f99-ce61aa93987b,"Times Insider explains who we are and what we do, and delivers behind-the-scenes insights into how our journalism comes together.",https://www.nytimes.com/2020/04/29/insider/china-reporter-expelled.html,1115
173,How an online trope can become mainstream news.,2020-04-29,Baby Boomers Were Blasé About the Coronavirus? Why Did We Believe That?,nyt://article/2f0243d4-6763-589b-9b32-ca4370970882,By now you may have heard that baby boomers were slow to take seriously the spread of the coronavirus.,https://www.nytimes.com/2020/04/29/opinion/sunday/coronavirus-baby-boomers.html,963
174,The hall of famer and the young gun. How two enthusiasts have carved a life in racing.,2020-04-30,"Two Women, Two Career Paths and a Shared Passion: Cars",nyt://article/38303a48-b996-5d38-a31b-479cc3ffa08d,"Sue Mead wasn’t always a hall-of-fame automotive journalist. She started her career, in fact, as a floral designer before stints in the mental health care field.",https://www.nytimes.com/2020/04/30/business/women-automotive-careers.html,1396
175,"Nekesa Mumbi Moody, an Associated Press editor, will fill the role that Matthew Belloni left after a dispute with the publication’s parent company.",2020-04-30,The Hollywood Reporter Names a New Top Editor,nyt://article/c68d5441-01cc-504a-9b23-4b0c604f2858,The Hollywood Reporter has a new boss.,https://www.nytimes.com/2020/04/30/business/media/hollywood-reporter-new-editor.html,438
176,The disappearance of local information.,2020-04-30,The Virus vs. Journalism,nyt://article/7172bbf6-b49f-5a17-9dab-0a97725698cd,This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday.,https://www.nytimes.com/2020/04/30/opinion/journalists-newspapers-coronavirus.html,934
177,"An “unprecedented” fall in fossil fuel use, driven by the Covid-19 crisis, is likely to lead to a nearly 8 percent drop, according to new research.",2020-04-30,Emissions Declines Will Set Records This Year. But It’s Not Good News.,nyt://article/6a07ad66-c243-516c-8bda-df4ded7995cb,"WASHINGTON — Global greenhouse gas emissions are on track to plunge nearly 8 percent this year, the largest drop ever recorded, as worldwide lockdowns to fight the coronavirus have triggered an “unprecedented” decline in the use of fossil fuels, the International Energy Agency said in a new report on Thursday.",https://www.nytimes.com/2020/04/30/climate/global-emissions-decline.html,1032
178,"Nekesa Mumbi Moody, an Associated Press editor, will fill the role that Matthew Belloni left after a dispute with the publication’s parent company.",2020-04-30,The Hollywood Reporter Names a New Top Editor,nyt://article/c68d5441-01cc-504a-9b23-4b0c604f2858,The Hollywood Reporter has a new boss.,https://www.nytimes.com/2020/04/30/business/media/hollywood-reporter-new-editor.html,438
179,The stakes are high for the media in the case of a sexual assault allegation against Joe Biden.,2020-04-30,Why Won’t TV News Book Tara Reade?,nyt://article/2fe081db-0d3f-51e3-9c79-2f9dd0265bee,"There were good reasons to be skeptical of her 20-year-old allegations: She’d changed her story and said some weird stuff, and even denied the whole thing under oath.",https://www.nytimes.com/2020/04/30/business/media/tara-reade-joe-biden-media.html,1510
180,The disappearance of local information.,2020-04-30,The Virus vs. Journalism,nyt://article/7172bbf6-b49f-5a17-9dab-0a97725698cd,This article is part of David Leonhardt’s newsletter. You can sign up here to receive it each weekday.,https://www.nytimes.com/2020/04/30/opinion/journalists-newspapers-coronavirus.html,934
181,The stakes are high for the media in the case of a sexual assault allegation against Joe Biden.,2020-04-30,Why Won’t TV News Book Tara Reade?,nyt://article/2fe081db-0d3f-51e3-9c79-2f9dd0265bee,"There were good reasons to be skeptical of her 20-year-old allegations: She’d changed her story and said some weird stuff, and even denied the whole thing under oath.",https://www.nytimes.com/2020/04/30/business/media/tara-reade-joe-biden-media.html,1510
