Datetime,senti,weightedSenti,rolling_sum,rolling_sum_weighted
2020-01-21 00:00:00+00:00,0.5460526315789473,0.4291988010578004,0.5328467153284671,0.4307857765468272
2020-01-22 00:00:00+00:00,0.48026315789473684,0.42937045997915296,0.43680368805224745,0.4309464968415513
2020-01-23 00:00:00+00:00,0.6776315789473684,0.42883831732296,0.6673069535151748,0.43042724665859644
2020-01-24 00:00:00+00:00,0.45833333333333337,0.42688631016015094,0.5224191866527633,0.4284806698345836
2020-01-25 00:00:00+00:00,0.438953488372093,0.42892773964478087,0.398743846545578,0.43051642021416653
2020-01-26 00:00:00+00:00,0.49709302325581395,0.4295041942550904,0.5005941266338483,0.43109127117060925
2020-01-27 00:00:00+00:00,0.2660256410256411,0.42898180657516755,0.30263896687254344,0.43057033673437267
2020-01-28 00:00:00+00:00,0.3567073170731707,0.42894549947873134,0.3530354281645006,0.4305341306415794
2020-01-29 00:00:00+00:00,0.3682432432432432,0.4284578840378003,0.3651607812191754,0.43004787171055103
2020-01-30 00:00:00+00:00,0.4724576271186441,0.4348766380920295,0.4746999876283558,0.43644876926823234
2020-01-31 00:00:00+00:00,0.5178571428571429,0.4282530421434913,0.5015641293013555,0.4298435996711621
2020-02-01 00:00:00+00:00,0.4375,0.4289224301944228,0.437956204379562,0.4305057047906363
2020-02-02 00:00:00+00:00,0.0,0.4245846092518436,0.0,0.4261962135744094
2020-02-03 00:00:00+00:00,0.2347560975609756,0.42896140932997867,0.22485312444365313,0.4305447077023954
2020-02-04 00:00:00+00:00,0.5,0.3919857217923861,0.5036496350364963,0.3936880137961539
2020-02-05 00:00:00+00:00,0.875,0.4284238836414088,0.835245046923879,0.42999331544866504
2020-02-06 00:00:00+00:00,0.5865384615384615,0.4274263126570651,0.6619876473891073,0.4290302895588915
2020-02-07 00:00:00+00:00,0.41768292682926833,0.431029689992129,0.3743991454513086,0.4326125230919272
2020-02-08 00:00:00+00:00,0.21323529411764708,0.42839099436908246,0.20223271790468011,0.42998116812391834
2020-02-09 00:00:00+00:00,0.41768292682926833,0.4265272020891402,0.45985401459854014,0.42812784930593495
2020-02-10 00:00:00+00:00,0.6964285714285714,0.42961977412683167,0.6684045881126173,0.43120136689472327
2020-02-11 00:00:00+00:00,0.5865384615384615,0.42879782342356404,0.639528354856822,0.43038686541021787
2020-02-12 00:00:00+00:00,0.41768292682926833,0.4293273359086668,0.3743991454513086,0.43091490483095607
2020-02-13 00:00:00+00:00,0.625,0.4311728786533548,0.656934306569343,0.4327553134129435
2020-02-14 00:00:00+00:00,0.5,0.42921596694993563,0.5255474452554745,0.4308146871797243
2020-02-15 00:00:00+00:00,0.5732758620689655,0.4291934737119653,0.5202617669267556,0.43076646125329676
2020-02-16 00:00:00+00:00,0.375,0.4175832140462773,0.40145985401459855,0.41920345424241845
2020-02-17 00:00:00+00:00,0.5625,0.4292811973400496,0.5255474452554745,0.43086889461640643
2020-02-18 00:00:00+00:00,0.40625,0.4265252133577343,0.48722627737226276,0.4281205775766239
2020-02-19 00:00:00+00:00,0.3942307692307692,0.4292326926909905,0.3924761370016845,0.4308205249036747
2020-02-20 00:00:00+00:00,0.7540322580645161,0.42921596694993563,0.7141511655286085,0.4308038456923879
2020-02-21 00:00:00+00:00,0.7678571428571428,0.4292346042042539,0.835245046923879,0.43082243109925034
2020-02-22 00:00:00+00:00,0.25,0.4176647520339198,0.24087591240875905,0.41928476539744164
2020-02-23 00:00:00+00:00,0.49709302325581395,0.428973249219279,0.5005941266338483,0.430602143602408
2020-02-24 00:00:00+00:00,0.6369047619047619,0.42921596694993563,0.6266944734098019,0.43076254478824916
2020-02-25 00:00:00+00:00,0.5625,0.4633396147783072,0.5875912408759124,0.46483256406957624
2020-02-26 00:00:00+00:00,0.4413265306122449,0.42920265462542256,0.4241024877104126,0.4307905704017719
2020-02-27 00:00:00+00:00,0.5416666666666667,0.4357498776930185,0.5474452554744526,0.4373195795815763
2020-02-28 00:00:00+00:00,0.45833333333333337,0.41622424758556953,0.4744525547445255,0.41785549598359023
2020-02-29 00:00:00+00:00,0.5301724137931034,0.43077924698887393,0.5353637050088095,0.4323552999146687
2020-03-01 00:00:00+00:00,0.39880952380952384,0.4284704767772045,0.39728884254431707,0.4300604294178905
2020-03-02 00:00:00+00:00,0.25,0.4233007565736914,0.18115461181154602,0.42490509099161755
2020-03-03 00:00:00+00:00,0.625,0.7454673938647194,0.6739659367396593,0.7461947584058869
2020-03-04 00:00:00+00:00,0.375,0.4348040370363659,0.34306569343065696,0.4363619148668592
2020-03-05 00:00:00+00:00,0.11111111111111105,1.0,0.13138686131386856,0.9999999999999998
2020-03-06 00:00:00+00:00,0.3942307692307692,0.45800514874062137,0.3924761370016845,0.45951293811979244
2020-03-07 00:00:00+00:00,0.7663043478260869,0.48351317646002234,0.7454776261504285,0.4849500044025865
2020-03-08 00:00:00+00:00,0.2347560975609756,0.4187313749779582,0.22485312444365313,0.4203537096061606
2020-03-09 00:00:00+00:00,0.444672131147541,0.40976447848808073,0.4742132344142635,0.41140291523921396
2020-03-10 00:00:00+00:00,0.5625,0.4082490558418732,0.5537017726798749,0.4098952629721493
2020-03-11 00:00:00+00:00,0.5773809523809523,0.4270209125524496,0.5988877302745916,0.4286148977730345
2020-03-12 00:00:00+00:00,0.444672131147541,0.426649525371681,0.4311355749670934,0.4281947795596232
2020-03-13 00:00:00+00:00,0.4300847457627119,0.4215320481144762,0.4301620685389088,0.4231927540741757
2020-03-14 00:00:00+00:00,0.28073770491803285,0.5973178903256142,0.28754337680986,0.598441676601537
